Area,Item,Element,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Equatorial Guinea,Gross Domestic Product,Value US$,169.733335,171.490713,202.462541,199.765224,165.11843100000002,215.32791,340.197768,653.628167,548.042389,917.093973,1510.819217,2207.701642,2716.640964,3697.915667,5620.779669,8519.677076,10086.536162999999,13071.717523000001,19749.902196,15027.797585,16298.535261,21329.355297,22389.603208,21942.553594999998,21736.59987,13175.520652,11262.313131,12517.670732999999,13324.357168999999
Eritrea,Gross Domestic Product,Value US$,332.358453,383.949879,437.077217,505.071488,630.766973,639.7237200000001,748.455449,782.06582,809.3089570000001,793.7007990000001,706.370812,752.3716820000001,729.321669,870.248292,1109.0540019999999,1098.424709,1211.161879,1317.974493,1380.1888,1856.69555,2117.039511,2607.7967510000003,3060.534091,3515.6138090000004,3963.935122,4442.127536999999,5012.68602,5928.331759000001,6855.2589849999995
Estonia,Gross Domestic Product,Value US$,5652.516941,5376.186693,4334.703090999999,4182.675416,4186.901887,4470.687372,4777.2594770000005,5147.679157,5661.916607,5768.998028,5698.304099,6259.525175,7372.54753,9877.791604,12144.348740000001,14095.687299000001,17021.085018,22440.779215000002,24342.792913,19752.865425,19696.768129,23394.843528999998,23192.709239,25271.407239,26773.472962,23048.864243,23996.451498,26859.101054000002,30747.159198
Eswatini,Gross Domestic Product,Value US$,1254.402646,1330.6178400000001,1474.6493189999999,1492.4964699999998,1590.5777150000001,1901.6522300000001,1793.68357,1927.0980149999998,1774.168644,1730.5279010000002,1738.093759,1542.4628300000002,1432.2217890000002,2197.598421,2770.043119,3178.165828,3291.270498,3469.3731270000003,3294.0641960000003,3580.383129,4438.739895000001,4820.460413000001,4886.620379,4597.6946880000005,4422.327761,4073.3820479999995,3840.754214,4446.225564,4710.627493
Ethiopia,Gross Domestic Product,Value US$,11207.790791,12786.205579000001,10229.798768,7382.766729999999,7147.530061,7586.836819,8235.652823999999,8521.562903,7726.621812,7328.478793000001,8030.202592000001,7963.4758489999995,7691.050743000001,8454.148505,9935.634535,12163.585015999999,14983.303378,18991.964042,25608.605787,28194.199942000003,26311.297202,30479.431858999997,42210.509593,46542.005272,54163.013338,63078.65775599999,72157.653321,76784.78438,80292.451757
Ethiopia PDR,Gross Domestic Product,Value US$,11540.149243,13170.155458,10666.875984999999,7887.838218000001,501526.11928477767,558697.6684037612,571235.2538342264,567396.1773766587,566231.776363786,586261.6313285844,599379.3639679423,598177.308463605,624215.925111432,704384.1321981852,795161.2275671479,854169.8431216616,927346.1818655512,1050779.8727306856,1147770.039630822,1089024.2965898905,1188506.894730575,1326324.4945848295,1352943.0092535857,1402030.1058709715,1440541.9153637511,1362623.471809384,1382563.9891510208,1470293.984579858,1563047.9591944248
Fiji,Gross Domestic Product,Value US$,1339.086969,1386.025978,1535.316486,1639.608351,1828.4899289999998,1993.363025,2114.248355,2123.4961399999997,1680.292143,1969.3851370000002,1707.9406149999998,1682.428665,1867.106046,2344.80934,2761.510568,2980.6028109999997,3076.277306,3378.287465,3523.1666189999996,2870.571191,3140.527461,3774.772293,3972.0276670000003,4189.863717,4857.092635,4682.495019,4930.244148,5353.468384000001,5536.813268
Finland,Gross Domestic Product,Value US$,141445.520555,127764.750998,112534.3527,89210.540459,103296.211461,134186.04865,132132.65461099998,126906.819427,134037.621983,135214.481049,125706.55541199999,129419.87096300001,139744.733982,171267.6618,197125.526935,204804.009352,216896.428799,256039.41763200003,284564.517773,252481.31767699998,249181.19047600002,275243.697751,258304.83462199997,271285.280621,274497.23080300004,234585.368746,240570.297852,255065.064429,276878.327687
France,Gross Domestic Product,Value US$,1269138.608283,1269224.971748,1401401.633694,1322886.3261479998,1393976.485635,1600996.7024049999,1605764.9019469998,1452888.3330120002,1503149.910225,1492604.184932,1362247.894595,1376453.007132,1494354.627461,1840409.8412310001,2115834.435318,2196071.4818680002,2318474.882627,2657076.867804,2918490.999002,2690060.238351,2642609.54893,2861408.1702650003,2683825.225093,2811077.725704,2852165.76063,2438207.8962520002,2471285.607082,2592689.469914,2778892.247475
French Polynesia,Gross Domestic Product,Value US$,3568.0609619999996,3684.0411700000004,3991.6556939999996,3795.9204579999996,3924.326846,4420.6023350000005,4260.362478,4073.6801990000004,4243.838925,4200.532043,3757.034435,3693.0130299999996,3931.3240880000003,4922.602247,5553.092213,5702.783146,5872.7765549999995,6622.397308,7107.971422,6558.162227000001,6080.71198,6195.821516,5693.18373,6030.112753,6143.813744,5323.70493,5427.12955,5685.946207,6099.9246539999995
Gabon,Gross Domestic Product,Value US$,6039.491585,6013.426381,6224.479113,6016.949369,4664.441901,5519.177404,6337.4460770000005,5951.611064,5014.553027,5162.416157,5676.783493,5181.61435,5403.31383,6557.29171,7844.136206,9578.972813,10318.424275,12438.957208,15508.576359,12065.153334,14358.631009,18186.514657,17171.467261,17590.679583,18179.668612,14372.290379,14023.829319999999,14929.474265,16994.07721
Gambia,Gross Domestic Product,Value US$,1176.046783,1147.2467789999998,1187.038577,1254.823063,1240.6186050000001,1306.2745730000001,1409.712121,1335.58014,1396.492933,1354.0120650000001,1301.145839,1142.42436,960.98584,809.425088,961.900642,1027.701055,1054.112486,1279.703031,1561.766955,1450.1424960000002,1543.2949449999999,1409.693593,1415.0047439999998,1375.609459,1229.461733,1378.176606,1467.2548,1504.954083,1632.8216519999999
Georgia,Gross Domestic Product,Value US$,8877.930287000001,7220.1526890000005,4098.311495,2966.547599,2715.357112,2843.7510230000003,3222.645743,3693.015456,3801.321704,2945.566975,3216.917302,3386.8040479999995,3572.2853210000003,4198.839435,5392.192489,6744.165039,8147.842046,10701.691611,13460.184475999999,11326.537103,12243.202092,15107.496872,16488.836127000002,17190.037477,17627.390115000002,14953.682859,15141.606265999999,16242.672516,17599.602272
Germany,Gross Domestic Product,Value US$,1771646.89732,1868922.7732560001,2131681.2408669996,2071251.4592799998,2205017.0317349997,2585619.317335,2497313.3701009997,2211967.994783,2238981.4238779997,2194140.371823,1943143.8923099998,1944089.9857720002,2068718.2270349998,2496032.4141,2809310.064381,2845731.9803009997,2992043.438581,3421053.5320180003,3730166.004502,3397586.387028,3396354.075664,3744408.6026839996,3527344.9441400003,3732743.446219,3883920.1552919997,3360549.973889,3466790.0650120005,3665804.1208349997,3949548.8339529997
Ghana,Gross Domestic Product,Value US$,13213.508687000001,14856.385575999999,14609.775909,12662.627054,11553.353899,13713.930861,14707.009058000001,14618.192883000002,15871.065351,16371.917637999999,10569.787947,11274.085579,13079.946041,16190.785267,18839.567115,22764.833502,27016.173358999997,32770.285942,37761.130945,34385.605707999996,42587.418803,52369.940336,55512.769978,63278.836051,53601.58878,49181.519588999996,55009.73059,58994.855221000005,65534.787301
Greece,Gross Domestic Product,Value US$,97892.933302,105143.669836,116219.368604,108812.265781,116607.176734,136886.159074,145858.133099,143149.799676,144429.81979,149154.31257100002,131719.208897,136190.13476400002,153837.944476,201916.317824,240531.71369499998,247776.839029,273303.736416,318481.589981,354473.933069,329980.374579,299361.576558,287797.830434,245670.66663899997,239862.01145,237028.943225,196590.95904400002,195222.502471,203588.882261,218138.83132399997
Greenland,Gross Domestic Product,Value US$,1113.490426,1110.783449,1134.1859439999998,1013.2160259999999,1099.18669,1321.087418,1308.588813,1171.599951,1256.510925,1236.510245,1167.0875230000001,1186.9162310000002,1277.577634,1558.759744,1822.499871,1849.802648,2013.106817,2249.811365,2499.092396,2529.964061,2503.167187,2684.4616079999996,2609.678695,2684.9471399999998,2842.065877,2499.113085,2707.139441,2826.654723,3051.617311
Grenada,Gross Domestic Product,Value US$,236.10508900000002,247.49363599999998,252.20613799999998,251.92294900000002,264.363789,278.236664,298.353047,321.228881,352.954138,379.913751,520.044444,520.4444440000001,540.337037,591.0185190000001,599.118519,695.37037,698.7,758.6851849999999,825.9777780000001,771.277778,771.014815,778.6555559999999,799.881481,842.5703699999999,911.559259,997.007942,1061.631212,1125.685613,1168.6961720000002
Guatemala,Gross Domestic Product,Value US$,6819.96507,8385.345459999999,9307.709832999999,10162.876159,11574.236628,13065.576998999999,14070.108844999999,15855.175053,17289.95249,16329.755015,17195.626878,18702.820499,20776.549868000002,21917.577896000003,23965.287844,27211.219451999998,30231.127229,34113.089266,39136.289832999995,37733.815955,41338.158765,47654.671093,50388.426402,53851.058898,58722.070381,63767.471846,68663.314482,75619.686541,78460.812164
Guinea,Gross Domestic Product,Value US$,3905.8109130000003,4126.450795000001,4445.767832,4422.624189,4633.81938,5260.154347,5504.299589,5374.5647149999995,4906.12093,4751.416770000001,4269.438239,4075.156911,4079.549317,4765.756665,5028.105061,4063.116992,4220.019259000001,6281.917536,6964.179242,6716.904516,6853.467848,6785.137289,7638.045174,8376.613912,8778.473634,8794.202416,8603.833168000001,9914.962503,11639.603012
Guinea-Bissau,Gross Domestic Product,Value US$,609.2025219999999,648.6996,684.019974,716.163553,753.127661,799.7971679999999,535.821702,412.43033199999996,375.693842,405.863817,362.680625,380.098722,408.256132,476.38997,531.109347,586.7956280000001,591.8394599999999,695.990234,864.654881,826.797829,849.0500910000001,1098.37843,989.326865,1045.790295,1053.512571,1047.436699,1179.004191,1350.1770119999999,1458.868351
Guyana,Gross Domestic Product,Value US$,631.896478,555.752671,596.201721,743.9809740000001,869.616749,991.383773,1125.099837,1194.651695,1144.244839,1107.9444050000002,1136.500134,1135.686556,1157.959507,1184.963994,1256.3291960000001,1315.4385300000001,1458.448034,1740.3370260000002,1922.599414,2025.5567780000001,2259.290304,2576.5984559999997,2851.1536109999997,2990.007019,3077.086773,3179.104116,3436.6246969999997,3555.208115,3817.7175799999995
Haiti,Gross Domestic Product,Value US$,3096.2898,2995.762961,2111.4954940000002,1806.358432,2124.936835,2695.540557,2970.915379,3242.691825,3757.4895920000004,4088.69146,3664.504346,3508.113621,3214.57936,2826.697267,3660.483886,4046.639766,4747.46506,6174.268544,6416.376395,6502.330052,6707.778175,7473.673175,7817.562675,8384.566808,8650.258547,8354.846206999999,7597.784384999999,8521.132072,9287.266225
Honduras,Gross Domestic Product,Value US$,3637.288571,3660.635636,4079.3895049999996,4182.541753,4094.775274,4724.464403,4867.931219,5625.875579,6278.033544,6471.074864,7187.324756999999,7652.728801,7860.014778,8233.819456000001,8870.978911,9757.012869,10917.476874,12361.257681000001,13881.731631,14587.496228999998,15839.344592,17710.275997,18528.554861,18499.729063,19756.533658,20979.791685,21717.608959999998,23100.781745,23969.857875
Hungary,Gross Domestic Product,Value US$,37192.704193,34753.391432,38730.540974,40125.360677,43150.769058,46438.708027,46658.76534,47296.961369,48706.794879,49073.373276,47218.41147,53749.520053,67602.793217,85302.016584,103960.000822,112980.947728,115577.256524,139965.976102,158136.295852,130760.33441800001,131135.561228,141109.576981,128153.691809,135409.04803399998,140558.78648,124529.74143699999,127507.47362599999,141510.58302,157882.912778
Iceland,Gross Domestic Product,Value US$,6372.907807,6807.36109,6976.076290000001,6126.457837,6294.805447,7018.103770000001,7330.965239,7580.989864,8494.090805,8971.60992,9003.645587,8205.357028,9294.655271,11414.057517,13834.758256000001,16812.538787,17216.417561000002,21514.962933000003,17905.248439,13164.654535,13683.689690000001,15158.548373,14724.078263999998,16033.517528999999,17758.050019,17389.101643,20618.363256,24493.035576,25882.218777000002
India,Gross Domestic Product,Value US$,329139.432439,291200.362702,293692.987227,287273.815813,327525.496496,371782.719797,393646.92560300004,425545.042367,429550.239495,461791.149191,476148.03490699996,490658.80465600005,512774.61810900003,599470.430509,703128.958274,823611.578011,939066.4174290001,1184724.488414,1267470.121376,1315230.229768,1669619.7718180001,1871918.0105419997,1860877.235564,1917053.6957049998,2042939.2897380001,2146758.6080549997,2286233.127074,2625091.0651700003,2779351.5325599997
Indonesia,Gross Domestic Product,Value US$,133857.60757300002,149934.100042,162739.961498,184838.66703399998,206931.74913699998,236456.03751599998,265980.78665,252386.46734499998,111653.606039,163775.688763,175702.228401,170832.08661099998,208325.002627,249968.41321799997,273460.97684099997,304371.85184,388167.83485100005,460192.550124,543253.872796,574505.135716,755094.157594,892969.1045290001,917869.9133649999,912524.136718,890814.755511,860854.2327180001,931877.364034,1015423.4573850001,1042173.302567
Iran (Islamic Republic of),Gross Domestic Product,Value US$,96363.62870700001,105111.273426,109695.030881,119239.59078099999,114374.758108,114364.44263399999,125542.52721199999,116910.89438900001,113072.841749,118047.03675999999,111614.883497,121521.1766,150050.10959500002,155155.859192,190043.418913,226452.142534,266298.910878,349881.605221,412336.17723200005,416397.025356,491098.657663,602500.5790189999,603007.205015,539465.961433,443976.436354,393436.06475300004,425402.616011,460976.107833,473090.968125
Iraq,Gross Domestic Product,Value US$,23876.9321,8363.092709999999,9878.120685,7055.254140999999,5642.909663,4863.142893,8529.100615000001,9323.349169,11891.646229,20749.777837,23656.880816,24733.102824,24390.082338999997,23143.469235,36638.237233,49954.890352999995,64805.393085,88840.049181,123534.12014500001,128682.277723,138516.72265,185749.664444,218000.992454,234637.675129,228415.656175,166774.104911,166602.488748,190643.898226,212271.807144
Ireland,Gross Domestic Product,Value US$,49366.68494,49848.069522000005,55989.142524,52478.468174,57167.210294000004,69224.579726,75878.49577200001,82828.71230700001,90082.029875,98689.2013,99852.881342,109134.277332,127955.380509,164277.880986,193879.54024200002,211643.77053699997,232071.57914000002,269904.089875,275049.08441999997,236302.17140700002,222148.76128600002,237472.36187300002,224999.48397600002,238543.538777,258471.88513,291499.811993,300523.297602,335663.114186,382674.36064800003
Israel,Gross Domestic Product,Value US$,58886.59813300001,67414.196888,75446.843555,75824.86783999999,86160.448854,100385.07951499999,109997.573951,114693.67994000002,115933.61441600001,117111.070476,132341.955853,130757.903178,121123.19024000001,126965.05657100001,135477.939127,142528.911558,154034.030249,178960.054876,216103.890322,207466.300773,233995.67785300003,261468.635992,257180.14851,292636.16552399995,309558.456256,299813.122576,318950.600319,353253.408372,370587.978546
Italy,Gross Domestic Product,Value US$,1176421.664291,1240517.846039,1313803.569819,1059643.0797909999,1093920.698704,1174698.698393,1312483.1744569999,1241913.2809889999,1270086.120999,1251987.37588,1143828.954127,1167002.353447,1270770.111571,1574085.122752,1803305.333607,1857478.1127189999,1947819.927261,2210179.192828,2398945.461193,2191109.883225,2134017.843247,2291991.04577,2087077.032435,2141315.327318,2159133.919744,1835899.23732,1875579.883543,1961806.3644849998,2084882.364034
Jamaica,Gross Domestic Product,Value US$,5277.024581000001,4716.9342719999995,4222.642881000001,5440.0756759999995,5452.558892,6577.520705,7393.891854,8400.041803,8787.195622,8887.058073,9005.069387000001,9194.725543999999,9719.001964000001,9430.240115,10174.661928,11243.85905,11930.186772,12799.597772,13709.404612,12120.459316,13220.545746,14444.830478,14806.897133000002,14284.905431000001,13897.800908000001,14196.460315999999,14075.898359,14806.335709,15713.914250999998
Japan,Gross Domestic Product,Value US$,3132817.652848,3584420.9640699998,3908808.4347050004,4454144.444408,4907039.104409,5449117.51191,4833714.46777,4414734.21185,4032509.740336,4562078.622080999,4887519.736334,4303542.577788,4115115.6500379997,4445659.445309999,4815168.028753,4755410.127549,4530376.770502,4515263.396033,5037908.759112,5231383.284723001,5700098.114744,6157459.594823999,6203213.121334,5155717.056271,4850413.536038,4389475.622589,4926667.087368,4859950.558539,4971323.079772
Jordan,Gross Domestic Product,Value US$,4062.240711,4237.114815999999,5374.598161,5664.348003,6301.83532,6802.365465999999,7000.395433,7321.59843,7994.9561269999995,8234.743415,8549.010735,9069.579538,9682.509719,10301.694842,11530.400914,12720.089001,15214.123884,17289.219508000002,22202.260687,23943.523759,26519.613015,28907.531392,30935.216952,33617.448303,36050.436382,37922.655824,39196.678668,40709.154930000004,42230.985915
Kazakhstan,Gross Domestic Product,Value US$,29674.935156,27317.651193,26454.042866,24579.181790000002,21948.619241,20561.542559,21035.357833000002,22165.932063,22135.245413,16870.817135,18291.990619,22152.689130000002,24636.596624,30833.690826,43151.644797,57123.671734,81003.86491599999,104849.91534400001,133441.649222,115308.687202,148047.348241,192626.464179,207998.56886600002,236634.60392800003,221415.61400700003,184388.404429,137278.32008399998,166805.788967,179339.97751700002
Kenya,Gross Domestic Product,Value US$,12664.487849,11937.643951,11800.663792,8192.962678,10425.507979,13427.994365,13740.574205,14958.503707,16085.592799000002,14688.214745,14464.78552,14900.116877,15092.273297,17104.697954,18471.265253999998,21505.531869,25826.241130000002,31959.312213999998,35896.878739,37022.301855,39999.677643,41953.451737999996,50410.158301999996,55096.743583,61448.072095,64007.780608,69188.776302,78757.378912,87905.681677
Kiribati,Gross Domestic Product,Value US$,39.997534,47.371782,48.08572,47.041666,54.810756000000005,55.981228,66.867613,67.227736,65.638636,69.158419,74.699282,65.237174,73.728349,94.201435,102.370594,112.13621499999999,110.237121,132.674383,141.045081,132.42106,156.12596000000002,181.712053,190.122806,185.105678,178.87526,169.141776,181.549598,185.578464,188.524874
Kuwait,Gross Domestic Product,Value US$,18470.818672,11014.2318,19868.859615,23956.511858,24859.339675,26554.064403,31492.085246,30351.196173,25945.37709,30123.384331,37717.816724000004,34889.597791,38135.756834,47873.988052999994,59436.715304,80797.945205,101558.975068,114635.46755799999,147380.28018099998,105967.843518,115416.04750799999,154040.737005,174047.199613,174167.626657,162656.226124,114584.570272,109406.47365999999,119534.250494,141698.143665
Kyrgyzstan,Gross Domestic Product,Value US$,2607.989573,2482.0024550000003,2187.282507,1892.9547129999999,1545.054732,1491.89374,1826.706229,1767.35578,1640.3738759999999,1249.59837,1370.0764789999998,1527.2099640000001,1605.696848,1921.5285789999998,2212.211701,2460.246796,2834.168893,3802.570572,5139.958956,4690.061344,4794.361821,6197.765942,6605.136482,7335.033799,7468.102369,6678.1774829999995,6813.095396,7702.938395,8092.834218999999
Lao People's Democratic Republic,Gross Domestic Product,Value US$,901.79544,1071.274659,1228.791031,1387.0102140000001,1608.568307,1852.406521,1952.594427,1819.883136,1339.287476,1515.458803,1806.0274949999998,1827.359032,1906.867796,2184.279301,2576.838115,2946.350268,3605.9859,4570.008379999999,5731.763439,6056.946699,7313.450659,8741.715071999999,10191.35507,11942.233834999999,13268.421706000001,14390.446134,15805.692481,16853.104545,17953.809484
Latvia,Gross Domestic Product,Value US$,9628.493634999999,8917.631297,5941.431399,5177.857739,5322.584078,5390.1361289999995,5951.653085,6508.708675,7146.245318000001,7517.889784,7934.464801000001,8334.327944,9529.867626000001,11731.18752,14355.629228,16908.957718,21437.100694,30899.685276,35655.888921,26253.351506,23803.903581,28490.700601,28176.625841,30272.575977999997,31382.77882,27090.019663,27734.140217,30273.007510000003,34426.040344
Lebanon,Gross Domestic Product,Value US$,2950.195892,4355.716759,5734.175736,7909.021591,9363.549454,11505.957449,13632.418312,15595.116149000001,16910.071490000002,17008.982362,16678.538575,17065.269991,18712.361081,19801.577179,21145.5186,21489.950249,22048.689884,24873.499171,29227.529022000002,35477.280265,38419.635158,40075.688226,44230.727758999994,46866.579707,48296.099623,49973.893304000005,51239.050034,53393.799595,56409.423874
Lesotho,Gross Domestic Product,Value US$,628.6435299999999,699.945208,839.5311800000001,834.451285,853.8196019999999,955.409278,957.0922949999999,1041.53285,913.486187,913.606666,879.0839480000001,805.150596,748.5666219999999,1104.654004,1406.768979,1559.647487,1628.601318,1820.820338,1870.717522,1865.968857,2385.94355,2788.0105710000003,2678.504924,2526.020562,2614.576999,2464.560223,2304.601354,2578.713331,2631.238867
Liberia,Gross Domestic Product,Value US$,595.204667,538.842935,346.06723,248.363238,204.69837900000002,208.72421699999998,246.814839,418.60774100000003,510.98002699999995,616.003407,644.944279,637.808642,686.682868,529.063491,643.917921,706.232558,815.419829,949.0,1101.0,1155.0,1292.0,1538.0,1734.0,1936.0,2053.0,2074.548664,2140.387016,2145.368675,2121.5639309999997
Libya,Gross Domestic Product,Value US$,31088.348327999996,34409.289638999995,36447.724814999994,32976.898432999995,30772.527897000004,28292.444617,31284.185648000002,33193.980353,29896.770649000002,33639.771436,38470.506545,34061.327343,21912.650459,26235.922005,33292.748664,45451.480854,55076.733207000005,62668.056574,95326.564977,68838.153863,80942.419624,40587.263612,101165.620774,65825.571415,33817.926825,17665.671750999998,15319.677668,25120.26205,34376.772204
Liechtenstein,Gross Domestic Product,Value US$,1755.860468,1898.7953519999999,2033.11606,2010.774074,2245.567708,2695.245003,2717.995175,2563.442673,2742.541906,2946.4960539999997,2747.1782670000002,2755.926673,2973.606261,3396.3027479999996,3820.5313549999996,4046.135188,4424.104115,5089.173411,5620.107027,4981.831948,5621.0572170000005,6348.10371,6034.435861999999,6391.711429,6657.4502299999995,6268.51314,6237.299538,6552.914195,6795.680127
Lithuania,Gross Domestic Product,Value US$,10239.532055,9984.993223000001,8041.460758,6896.192543000001,6355.585148,6702.339447,8385.253244,10120.448562,11240.554231999999,10973.06737,11539.409955,12252.709664,14275.397613999998,18802.82598,22646.695855,26141.406731,30208.499369999998,39731.586347000004,47895.68474,37439.331822,37034.461707,43466.133144,42842.537129000004,46442.055804,48526.000845,41392.396558,43021.972485000006,47750.908127999995,53455.170033999995
Luxembourg,Gross Domestic Product,Value US$,13229.111903,14321.6588,16066.440483000002,16486.412927,18326.566839,21588.450421999998,21776.159572999997,19731.654627,20208.677291,22235.282883,21263.498508,21272.228436,23617.403075,29556.185286,34686.78922,37346.465702,42412.135455,50885.522574,55851.755415,51367.4489,53212.476812,60004.630234000004,56677.961787,61739.352212,66103.853237,57744.457955,60691.483443,64181.944723,70919.95801599999
Madagascar,Gross Domestic Product,Value US$,3609.221121,3132.849595,3511.106556,3913.223832,3456.05834,3668.341486,4637.84404,4116.180192,4339.993062,4320.178212,4501.715508,5258.509713,5104.91287,6354.9607590000005,5066.222723,5849.435651,6402.803753,8524.620891,10725.137722,9616.879408,9982.711338,11551.819618000001,11578.975064,12423.555456999999,12522.957401,11323.0207,11848.61386,13176.313594,13850.654102
Malawi,Gross Domestic Product,Value US$,3166.3199649999997,3658.041858,3285.104233,3612.2989799999996,2134.2430059999997,2473.657154,2974.8441940000002,3140.905232,3214.447154,3208.978291,3150.376893,3101.595762,3495.6018729999996,3209.166776,3476.332983,3655.889846,3998.0164159999995,4432.93747,5321.011778,6191.126455,6959.657612000001,8006.869627,5721.434507,5290.354704,5964.9233,6431.416115999999,5309.944189,6347.717479,7196.170816
Malaysia,Gross Domestic Product,Value US$,44024.58524,49134.808852999995,59151.67852,66894.966969,74482.424864,88832.706382,100849.681581,100169.143588,72175.314541,79148.421053,93789.736842,92783.947368,100845.526316,110202.368421,124749.473684,143534.418452,162692.260155,193549.547955,230811.59130700002,202257.458161,255017.64520700002,297951.66765,314443.06122,323276.281683,338066.202944,301354.735818,301255.40590199997,318955.204603,358579.265315
Maldives,Gross Domestic Product,Value US$,280.692367,319.007692,371.832352,420.830313,464.686229,566.3462559999999,639.310371,721.416106,766.653857,836.4220240000001,886.230585,887.119092,913.3254890000001,1052.121056,1226.829565,1163.362434,1575.200391,1868.3834600000002,2271.6461879999997,2345.294879,2588.176058,2774.350161,2886.1639370000003,3295.00923,3697.353152,4109.416452,4379.134275,4735.999662,5327.444249
Mali,Gross Domestic Product,Value US$,2731.729199,3007.865238,3095.266279,3054.980094,2233.404802,2836.9060280000003,3147.709238,2871.846026,3275.070827,3439.4629619999996,2954.129672,3465.30596,3889.758004,4703.504354,5444.474173,6245.031183,6899.799659,8145.694928,9750.823479,10181.02197,10678.749002,12978.107173,12442.747022,13245.776666,14388.385463999999,13094.846463,14042.78581,15375.720393000001,17171.816572
Malta,Gross Domestic Product,Value US$,2634.681966,2844.523913,3125.571535,2802.097018,3101.327494,3697.3237740000004,3806.1717409999997,3776.280703,3975.721296,4093.7024579999998,4053.340645,4066.430982,4467.144087,5415.735009,6043.974061999999,6393.114586,6782.910540999999,7930.359348999999,8977.4821,8527.688581999999,8740.539198999999,9501.286,9212.076249,10151.77161,11281.216999,10702.383506999999,11442.143873,12780.422054,14549.12337
Marshall Islands,Gross Domestic Product,Value US$,79.210062,83.278325,91.915313,100.390863,109.082048,121.354874,111.8957,106.300684,108.70017800000001,107.98826100000001,110.98921200000001,115.22917,124.94205900000001,127.248117,132.734891,140.28106,146.68171999999998,154.262929,155.265593,154.871669,168.313431,175.544691,186.607377,192.305672,185.15394799999999,181.46205,197.816344,207.749821,214.194504
Mauritania,Gross Domestic Product,Value US$,2085.8376510000003,2236.478723,2266.0448890000002,1935.8381809999998,2051.363822,2160.776091,2185.888782,2124.286132,1852.281879,1807.146512,1663.147117,1665.570658,1702.7085760000002,2009.519899,2428.683453,2808.36522,3723.57973,4288.732029,5210.5353,4543.450126,5449.704672999999,6125.692637,6291.886444,6779.063084,6706.745148,6320.656253,6566.13369,7062.598875,7619.664384999999
Mauritius,Gross Domestic Product,Value US$,2735.0825649999997,2929.7747510000004,3412.6571259999996,3451.922039,3769.1732079999997,4272.660904,4673.767108,4425.877246999999,4407.170659,4535.540924,4869.255454,4817.388282,5055.097839999999,6073.442659,6869.358258,6775.278498999999,7028.8107549999995,8150.150144,9990.356849,9128.843109,10003.67069,11518.41343,11668.696526,12129.658758,12803.438965000001,11692.287065999999,12232.469392,13259.348214,14220.32772
Mexico,Gross Domestic Product,Value US$,299944.292311,359018.555772,415144.60978,500733.38697,527810.631731,360072.50696100004,410972.976953,500416.010942,526499.723362,600233.031001,707909.864022,756702.925694,772109.710671,729335.024013,782242.912348,877476.892365,975383.402913,1052697.085016,1109987.401386,900047.0157379999,1057800.597974,1180487.2264069999,1201093.787127,1274443.916252,1314568.9122020002,1170567.081952,1077830.350545,1158229.075169,1223400.9563850001
Micronesia (Federated States of),Gross Domestic Product,Value US$,157.9,175.9,189.1,206.6,213.7,221.85382400000003,218.71907000000002,206.731873,219.578627,220.570491,233.186891,239.906225,241.473786,244.921665,240.564,250.644,253.372,256.7,263.1,280.2,296.8,310.7,326.4,316.1,317.9,315.1,331.4,362.6,371.3024
Monaco,Gross Domestic Product,Value US$,2432.3039510000003,2432.784114,2686.740965,2537.028974,2673.330652,3070.362463,3079.0255629999997,2786.019877,2881.551064,2861.395998,2610.023083,2636.284079,2861.727396,3524.7947770000005,4051.4993719999998,4202.975924,4582.712172,5868.093275,6476.75815,5452.402869,5362.349544,6080.728935,5743.13411,6553.688632,7059.916440999999,6259.130741,6467.950642,6431.2749380000005,7188.470101000001
Mongolia,Gross Domestic Product,Value US$,1715.398579,1609.425562,1489.761146,1479.258525,1545.597222,1677.609792,1600.905178,1431.165141,1320.02182,1232.520352,1318.2305509999999,1470.24037,1619.3008849999999,1849.734484,2309.762218,2925.959124,3958.584962,4910.467662,6520.09735,5314.958099,7189.483179999999,10409.826296,12292.756228,12582.094621,12226.539816,11749.628125,11186.75055,11433.635702,13009.574878
Montenegro,Gross Domestic Product,Value US$,2147.133266,1754.038416,1481.154281,819.893104,845.878974,1214.899546,873.8971119999999,846.3257480000001,858.900432,836.590408,991.2611109999999,1170.035125,1292.5436630000002,1720.7071039999998,2093.201052,2278.756868,2721.76372,3680.522831,4545.842916,4159.079832,4138.958868,4538.508593,4087.788971,4464.52766,4587.712603,4053.084542,4373.9450799999995,4856.612346,5506.944403
Montserrat,Gross Domestic Product,Value US$,75.416273,64.346946,67.354529,67.147859,73.12222,68.847081,54.922701,44.00647,39.293374,37.029422,35.940740999999996,35.933333000000005,39.833333,41.3,44.088889,48.874074,51.607407,54.07037,57.403704000000005,59.403704000000005,55.511111,63.7,63.440741,59.485184999999994,58.95555600000001,61.38148100000001,62.837037,59.959258999999996,63.67881
