Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1995","1995","7021","Annual value","USD","225","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","1995","1995","7021","Annual value","USD","214.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1996","1996","7021","Annual value","USD","1036.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","1996","1996","7021","Annual value","USD","990.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1996","1996","7021","Annual value","USD","223.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","1996","1996","7021","Annual value","USD","211.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1997","1997","7021","Annual value","USD","1053.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","1997","1997","7021","Annual value","USD","1001.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1997","1997","7021","Annual value","USD","221.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","1997","1997","7021","Annual value","USD","212.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1998","1998","7021","Annual value","USD","1027.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","1998","1998","7021","Annual value","USD","987.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1998","1998","7021","Annual value","USD","221.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","1998","1998","7021","Annual value","USD","207.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1999","1999","7021","Annual value","USD","1024.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","1999","1999","7021","Annual value","USD","970","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","1999","1999","7021","Annual value","USD","218.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","1999","1999","7021","Annual value","USD","202.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2000","2000","7021","Annual value","USD","994.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2000","2000","7021","Annual value","USD","916.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2000","2000","7021","Annual value","USD","210.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2000","2000","7021","Annual value","USD","193.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2001","2001","7021","Annual value","USD","945.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2001","2001","7021","Annual value","USD","869.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2001","2001","7021","Annual value","USD","204.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2001","2001","7021","Annual value","USD","183.1","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2002","2002","7021","Annual value","USD","873.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2002","2002","7021","Annual value","USD","805.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2002","2002","7021","Annual value","USD","190.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2002","2002","7021","Annual value","USD","170.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2003","2003","7021","Annual value","USD","827.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2003","2003","7021","Annual value","USD","750.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2003","2003","7021","Annual value","USD","183.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2003","2003","7021","Annual value","USD","161.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2004","2004","7021","Annual value","USD","818.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2004","2004","7021","Annual value","USD","769.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2004","2004","7021","Annual value","USD","179","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2004","2004","7021","Annual value","USD","158","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2005","2005","7021","Annual value","USD","820.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2005","2005","7021","Annual value","USD","784.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2005","2005","7021","Annual value","USD","178.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2005","2005","7021","Annual value","USD","157.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2006","2006","7021","Annual value","USD","862","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2006","2006","7021","Annual value","USD","958.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2006","2006","7021","Annual value","USD","204.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2006","2006","7021","Annual value","USD","167.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2007","2007","7021","Annual value","USD","929.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2007","2007","7021","Annual value","USD","943.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2007","2007","7021","Annual value","USD","237.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2007","2007","7021","Annual value","USD","180.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2008","2008","7021","Annual value","USD","1421.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2008","2008","7021","Annual value","USD","1354.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2008","2008","7021","Annual value","USD","232.1","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2008","2008","7021","Annual value","USD","219.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2009","2009","7021","Annual value","USD","1597.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2009","2009","7021","Annual value","USD","1173","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2009","2009","7021","Annual value","USD","250","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2009","2009","7021","Annual value","USD","238.1","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2010","2010","7021","Annual value","USD","3010.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2010","2010","7021","Annual value","USD","1299.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2010","2010","7021","Annual value","USD","255.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2010","2010","7021","Annual value","USD","262","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2011","2011","7021","Annual value","USD","3094.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2011","2011","7021","Annual value","USD","1350.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2011","2011","7021","Annual value","USD","268.1","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2011","2011","7021","Annual value","USD","251.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2012","2012","7021","Annual value","USD","3164.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2012","2012","7021","Annual value","USD","1373.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2012","2012","7021","Annual value","USD","277.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2012","2012","7021","Annual value","USD","261.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2013","2013","7021","Annual value","USD","3277.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2013","2013","7021","Annual value","USD","1400.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2013","2013","7021","Annual value","USD","287.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","667","Tea","2013","2013","7021","Annual value","USD","267.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2014","2014","7021","Annual value","USD","1294.1","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2014","2014","7021","Annual value","USD","1231.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2014","2014","7021","Annual value","USD","264.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2015","2015","7021","Annual value","USD","2148.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2015","2015","7021","Annual value","USD","1243.6","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2015","2015","7021","Annual value","USD","217.8","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2016","2016","7021","Annual value","USD","2075.3","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2016","2016","7021","Annual value","USD","1325.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","USD","273.9","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2017","2017","7021","Annual value","USD","2014.2","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2017","2017","7021","Annual value","USD","1255.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","7021","Annual value","USD","256.5","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","661","Cocoa, beans","2018","2018","7021","Annual value","USD","1956.4","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","656","Coffee, green","2018","2018","7021","Annual value","USD","1333.7","","Official data"
"PP","Producer Prices","19","Bolivia (Plurinational State of)","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","230.2","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2012","2012","7021","Annual value","SLC","1253","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2013","2013","7021","Annual value","SLC","1382","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2014","2014","7021","Annual value","SLC","783","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2015","2015","7021","Annual value","SLC","1249","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","SLC","982","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2017","2017","7021","Annual value","SLC","1481","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","SLC","1148","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5531","Producer Price (SLC/tonne)","372","Lettuce and chicory","2019","2019","7021","Annual value","SLC","1613","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2012","2012","7021","Annual value","USD","823.2","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2013","2013","7021","Annual value","USD","938.2","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2014","2014","7021","Annual value","USD","531.1","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2015","2015","7021","Annual value","USD","708.3","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2016","2016","7021","Annual value","USD","555.4","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2017","2017","7021","Annual value","USD","853.4","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2018","2018","7021","Annual value","USD","692.8","","Official data"
"PP","Producer Prices","80","Bosnia and Herzegovina","5532","Producer Price (USD/tonne)","372","Lettuce and chicory","2019","2019","7021","Annual value","USD","923.2","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1991","1991","7021","Annual value","SLC","0.1","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1991","1991","7021","Annual value","SLC","0.1","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1991","1991","7021","Annual value","SLC","0","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1992","1992","7021","Annual value","SLC","1.2","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1992","1992","7021","Annual value","SLC","0.6","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1992","1992","7021","Annual value","SLC","0.1","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1993","1993","7021","Annual value","SLC","27.5","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1993","1993","7021","Annual value","SLC","16","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1993","1993","7021","Annual value","SLC","3","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1994","1994","7021","Annual value","SLC","634","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1994","1994","7021","Annual value","SLC","838","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1994","1994","7021","Annual value","SLC","61","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1995","1995","7021","Annual value","SLC","1004","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1995","1995","7021","Annual value","SLC","1029","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1995","1995","7021","Annual value","SLC","712","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1996","1996","7021","Annual value","SLC","1071","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1996","1996","7021","Annual value","SLC","937","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1996","1996","7021","Annual value","SLC","781","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1997","1997","7021","Annual value","SLC","1438","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1997","1997","7021","Annual value","SLC","1348","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1997","1997","7021","Annual value","SLC","782","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1998","1998","7021","Annual value","SLC","1598","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1998","1998","7021","Annual value","SLC","1258","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1998","1998","7021","Annual value","SLC","145","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","1999","1999","7021","Annual value","SLC","1784","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","1999","1999","7021","Annual value","SLC","1315","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","1999","1999","7021","Annual value","SLC","129","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2000","2000","7021","Annual value","SLC","1386","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2000","2000","7021","Annual value","SLC","1238","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","2000","2000","7021","Annual value","SLC","160","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2001","2001","7021","Annual value","SLC","2303","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2001","2001","7021","Annual value","SLC","899","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","667","Tea","2001","2001","7021","Annual value","SLC","177","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2002","2002","7021","Annual value","SLC","905","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2003","2003","7021","Annual value","SLC","1325","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2004","2004","7021","Annual value","SLC","1490.8","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2005","2005","7021","Annual value","SLC","1850.8","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2006","2006","7021","Annual value","SLC","1753.3","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2007","2007","7021","Annual value","SLC","3747.3","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2007","2007","7021","Annual value","SLC","2300.8","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2008","2008","7021","Annual value","SLC","706.4","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2008","2008","7021","Annual value","SLC","2865.8","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2009","2009","7021","Annual value","SLC","855.3","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2009","2009","7021","Annual value","SLC","3805.8","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2010","2010","7021","Annual value","SLC","844.7","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2010","2010","7021","Annual value","SLC","4349.2","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2011","2011","7021","Annual value","SLC","4985.5","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2011","2011","7021","Annual value","SLC","6724.2","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2012","2012","7021","Annual value","SLC","4745","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2012","2012","7021","Annual value","SLC","5921.7","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2013","2013","7021","Annual value","SLC","4758.5","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2013","2013","7021","Annual value","SLC","5016.7","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2014","2014","7021","Annual value","SLC","3826.3","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2014","2014","7021","Annual value","SLC","6532.5","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","661","Cocoa, beans","2015","2015","7021","Annual value","SLC","4758.2","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2015","2015","7021","Annual value","SLC","7062.5","","Official data"
"PP","Producer Prices","21","Brazil","5531","Producer Price (SLC/tonne)","656","Coffee, green","2016","2016","7021","Annual value","SLC","7800","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1991","1991","7021","Annual value","USD","619.7","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","656","Coffee, green","1991","1991","7021","Annual value","USD","282.1","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","667","Tea","1991","1991","7021","Annual value","USD","75.2","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1992","1992","7021","Annual value","USD","610.1","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","656","Coffee, green","1992","1992","7021","Annual value","USD","294.8","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","667","Tea","1992","1992","7021","Annual value","USD","31","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1993","1993","7021","Annual value","USD","717","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","656","Coffee, green","1993","1993","7021","Annual value","USD","416.7","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","667","Tea","1993","1993","7021","Annual value","USD","79.5","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1994","1994","7021","Annual value","USD","953.8","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","656","Coffee, green","1994","1994","7021","Annual value","USD","1260.7","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","667","Tea","1994","1994","7021","Annual value","USD","91.8","*","Unofficial figure"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","661","Cocoa, beans","1995","1995","7021","Annual value","USD","1094","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","656","Coffee, green","1995","1995","7021","Annual value","USD","1121.3","","Official data"
"PP","Producer Prices","21","Brazil","5532","Producer Price (USD/tonne)","667","Tea","1995","1995","7021","Annual value","USD","775.9","*","Unofficial figure"
